Today's date is: 8/1/2016	The time is: 1:47
Campbell's Chicken Noodle Soup 10.75oz 4 pack	   $3.98   9.3¢ / oz     
Campbell's Chunky Classic Chicken Noodle Soup 18.6oz	   $2.08   11.2¢ / oz     
Campbell's Chunky Healthy Request Chicken Noodle Soup 18.6oz	   $2.08   11.2¢ / oz     
Maruchan® Chicken Flavor Ramen Noodle Soup 12-3 oz. Packs	   $2.27   6.3¢ / oz     
Ghirardelli Chocolate Semi-Sweet Chocolate Baking Chips, 12 oz	   $3.13   26.1¢ / oz     
Great Value Semi-Sweet Chocolate Chips, 12 oz	   $2.00   16.7¢ / oz  Out of stock      
Nestle TOLL HOUSE Real Semi-Sweet Chocolate Morsels 12 oz. Bag	   $2.71   22.6¢ / oz  Out of stock      
Hershey's Special Dark Chocolate Chips, 12 oz	   $2.50   20.8¢ / oz  Out of stock      
Hershey's Milk Chocolate Chips, 11.5 Oz	   $2.48   21.6¢ / oz  Out of stock      
Nestle TOLL HOUSE Semi-Sweet Chocolate Morsels 36 oz. Bag	   $7.12   19.8¢ / oz  Out of stock      
Nestle TOLL HOUSE Semi-Sweet Chocolate Mini Morsels 12 oz. Bag	   $2.71   22.6¢ / oz  Out of stock      
Nestle TOLL HOUSE Semi-Sweet Chocolate Morsels 24 oz. Bag	   $5.23   21.8¢ / oz  Out of stock      
Nestle TOLL HOUSE Milk Chocolate Morsels 11.5 oz. Bag	   $2.71   23.6¢ / oz  Out of stock      
Ghirardelli Chocolate 60% Cacao Bittersweet Chocolate Baking Chips, 10 oz	   $3.13   31.3¢ / oz  Out of stock      
Nestle TOLL HOUSE Premier White Morsels 12 oz. Bag	   $2.71   22.6¢ / oz  Out of stock      
Hershey's Sugar Free Chocolate Chips, 8 oz	   $3.48   43.5¢ / oz  Out of stock      
Ghirardelli Chocolate Milk Chocolate Baking Chips, 11.5 oz	   $3.13   27.2¢ / oz  Out of stock      
Nestle TOLL HOUSE Semi-Sweet Chocolate Chunks 11.5 oz. Bag	   $2.71   23.6¢ / oz  Out of stock      
Nestle TOLL HOUSE Peanut Butter & Milk Chocolate Morsels 11 oz. Bag	   $2.71   24.6¢ / oz  Out of stock      
Ghirardelli Chocolate Classic White Baking Chips, 11 oz	   $3.13   28.5¢ / oz  Out of stock      
Nestle TOLL HOUSE Dark Chocolate Morsels 10 oz. Bag	   $2.71   27.1¢ / oz  Out of stock      
Nestle TOLL HOUSE Milk Chocolate Morsels 23 oz. Bag	   $5.23   22.7¢ / oz  Out of stock      
Ghirardelli Semi Sweet Mini Chocolate Baking Chips, 10 oz	   $2.98   29.8¢ / oz  Out of stock      
Andes Creme De Menthe Baking Chips, 10 oz	   $2.98   29.8¢ / oz  Out of stock      
Hershey's Genuine Chocolate Syrup, 48 oz	   $3.98   8.3¢ / oz     
Hershey's Rich Chocolate Special Dark Syrup, 22 Oz	   $2.28   10.4¢ / oz     
Hershey's Lite Genuine Chocolate Syrup, 18.5 oz	   $2.28   12.3¢ / oz     
Hershey's Strawberry Syrup, 22 oz	   $2.28   10.4¢ / oz     
NESTLE NESQUIK Chocolate Flavored Syrup 22 fl oz. Squeeze Bottle	   $2.08   9.5¢ / fl oz     
Hershey's Genuine Chocolate Syrup, 24 oz (Pack of 3)	   $6.84       
Hershey's Genuine Chocolate Syrup Plus Calcium, 24 oz	   $2.28   9.5¢ / oz     
Hershey's Genuine Chocolate Flavor Syrup, 48 oz(Pack of 2)	   $7.96       
Hershey's Strawberry Syrup, 22 oz	   $2.28   10.4¢ / oz     
Hershey's Chocolate Syrup Low Calorie Sugar Free Vitamin & Mineral Fortified, 17.5 oz (Pack of 3)	   $8.94       
Syrup Chocolate -Pack of 12	   $49.71    List price  $67.24     Save $17.53   
Fox's U-Bet Original Chocolate Flavor Syrup, 22 oz (Pack of, 12)	   $54.73   20.7¢ / oz     
Bosco Chocolate Mint Cookie Flavored Syrup, 15 oz	   $22.41    List price  $32.55     Save $10.14   
Bosco Chocolate Syrup, 15 oz	   $42.64    List price  $57.7     Save $15.06   
Abuelita Chocolate Syrup, 16 oz (Pack of 12)	   $46.40   24.2¢ / oz     
Hershey's Chocolate Syrup - 2/48 oz.	   $9.79       
Hershey's Syrup Genuine Chocolate Flavor, 24 Oz	   $2.33   9.7¢ / oz  Out of stock      
Hershey's Double Chocolate Sundae Syrup, 15 oz	   $2.18   14.5¢ / oz  Out of stock      
Hershey's Simply 5 Chocolate Syrup, 21.8 oz	   $2.81    Out of stock      
Nestle ABUELITA Chocolate Cinnamon Syrup 16 oz. Bottle	   $2.04   12.8¢ / oz  Out of stock      
Kraft Baking & Canning Baker's Sweetened Coconut Angel Flakes, 14 oz	   $2.78   19.9¢ / oz     
Bob's Red Mill Flaked Unsweetened Coconut, 12 oz (Pack of 4)	   $25.24   52.6¢ / oz     
Spectrum Naturals: Organic Coconut Oil, 14 Fl Oz	   $6.84   48.9¢ / fl oz     
Carrington Farms 100% Organic Extra Virgin Coconut Oil, 12 oz	   $6.48   54.0¢ / fl oz     
BetterBody Foods Naturally Refined Organic Coconut Oil, 28 fl oz	   $7.56   27.0¢ / fl oz     
Tropical Life Organic Extra Virgin Coconut Oil, 29 fl oz	   $11.86   40.9¢ / fl oz     
Carrington Farms Liquid Coconut Cooking Oil, 16 fl oz	   $7.98   49.9¢ / fl oz     
Carrington Farms UnRefined Organic Coconut Oil 54oz	   $19.97   37.0¢ / fl oz     
Spectrum Organic Virgin Coconut Oil, 29 fl oz	   $14.72   50.8¢ / fl oz     
Spectrum Naturals: Expeller Pressed Organic Virgin Coconut Oil, 14 Fl Oz	   $7.84   56.0¢ / fl oz     
Natures Way Efagold Coconut Oil Pure Extra Virgin - 16 Oz	   $8.99       
Nutiva Organic Extra Virgin Coconut Oil, 29 oz (Pack of 6)	   $123.47   71.0¢ / fl oz     
Organic Coconut Oil Nature's Way 16 oz Solid	   $13.08    List price  $15.99     Save $2.91   
Nutiva Organic Extra Virgin Coconut Oil, 15 fl oz	   $12.84   85.6¢ / fl oz     
Shea Moisture 100% Extra Virgin Coconut Oil, 15 fl oz	   $13.88       
LouAna 100% Pure Coconut Oil, 30 fl oz, (Pack of 2)	   $9.98   16.6¢ / fl oz  Out of stock      
LouAna All Natural Pure Coconut Oil, 30 fl oz	   $6.64   22.1¢ / fl oz  Out of stock      
Tropical Life Organic Extra Virgin Coconut Oil, 54 fl oz	   $17.47   32.4¢ / fl oz  Out of stock      
BetterBody Foods Extra Virgin Organic Coconut Oil, 36 fl oz	   $14.66   40.7¢ / fl oz  Out of stock      
Pam Simply Coconut Oil No-Stick Cooking Spray, 5 oz	   $3.53   70.6¢ / oz  Out of stock      
Spring Valley Organic Extra Virgin Coconut Oil, 12 oz	   $9.98   83.2¢ / oz  Out of stock      
Cookwell Coconut Oil Spray, 5 fl oz	   $2.98   59.6¢ / fl oz  Out of stock      
Eight O'Clock® The Original Whole Bean Coffee 36 oz. Bag	   $12.98   36.1¢ / oz     
Eight O'Clock® Colombian Peaks Whole Bean Coffee 33 oz. Bag	   $12.98   39.3¢ / oz     
Eight O'Clock® Dark Italian Roast Whole Bean Coffee 11.5 oz. Bag	   $4.98   43.3¢ / oz     
Gevalia Traditional Roast Whole Bean Coffee 12 oz. Bag	   $6.48   54.0¢ / oz     
Dunkin' Donuts Original Blend Medium Roast Coffee Beans, 12 oz	   $6.94   57.8¢ / oz     
Starbucks Dark Fair Trade Certified Italian Roast Whole Bean Coffee, 12 oz	   $7.48   62.3¢ / oz     
Starbucks House Blend Whole Bean Coffee, 12 oz	   $7.85   65.4¢ / oz     
Seattle;s Best Level 5 Whole Bean Coffee, 12 oz.	   $5.38   44.8¢ / oz     
Seattle's Best Coffee Level 3 Whole Bean 12oz	   $5.38   44.8¢ / oz     
Starbucks Dark Sumatra Whole Bean Coffee, 12 oz	   $10.78   89.8¢ / oz     
Eight O'Clock® The Original Whole Bean Coffee 12 oz. Bag	   $4.98   41.5¢ / oz     
Eight O'Clock® French Vanilla Whole Bean Coffee 11 oz. Bag	   $4.98   45.3¢ / oz     
Starbucks French Roast Whole Bean Coffee, 12 oz	   $7.48   62.3¢ / oz     
Starbucks: Caffe Verona Whole Bean Coffee, 12 oz	   $7.69   64.1¢ / oz     
Starbucks House Blend Whole Bean Coffee - 32oz	   $23.96       
Caribou Coffee Mahogany Dark Roast Whole Bean Coffee, 12 oz	   $7.49   62.4¢ / oz     
Cameron’s Gold Roast Kona Blend Whole Bean Coffee, 10 oz	   $5.98   59.8¢ / oz     
Eight O'Clock® Central Highlands Whole Bean Coffee 11 oz. Bag	   $4.98   45.3¢ / oz     
Starbucks Blonde Veranda Blend Whole Bean Coffee, 12 oz	   $8.18   68.2¢ / oz  Out of stock      
The Coffee Bean & Tea Leaf Costa Rica La Cascada Tarrazu Medium Roast Whole Bean Coffee, 12 oz	   $6.80   56.7¢ / oz  Out of stock      
COFFEE-MATE Original Powder Coffee Creamer 35.3 oz. Canister	   $5.48   15.5¢ / oz     
COFFEE-MATE Original Powder Coffee Creamer 22 oz. Canister	   $3.98   18.1¢ / oz     
Great Value French Vanilla Coffee Creamer, 15 oz	   $2.28   15.2¢ / oz     
Great Value Hazelnut Coffee Creamer, 15 oz	   $2.28   15.2¢ / oz     
COFFEE-MATE French Vanilla Liquid Coffee Creamer 24 ct Tubs	   $2.78   30.9¢ / fl oz     
COFFEE-MATE Original Liquid Coffee Creamer 24 ct Tubs	   $2.78   30.9¢ / fl oz     
International Delight Mini I.D.'s Caramel Macchiato Non-Dairy Coffee Creamer, 0.44 fl oz, 24 count	   $2.60   24.8¢ / fl oz     
COFFEE-MATE Creamy Chocolate Sugar Free Powder Coffee Creamer 10.2 oz. Canister	   $3.98   39.0¢ / oz     
International Delight Mini I.D.'s Hazelnut Liquid Coffee Creamer Singles, .44 fl oz, 24 count	   $2.60   24.8¢ / fl oz     
COFFEE-MATE French Vanilla Powder Fat Free Coffee Creamer 15 oz. Canister	   $4.18   27.9¢ / fl oz     
Great Value Coffee Creamer, 22 Oz	   $2.88   13.1¢ / oz     
COFFEE-MATE Hazelnut Powder Coffee Creamer 15 oz. Canister	   $9.48       
Coca-Cola Can (35 Count, 12 Fl Oz Each)	   $19.92       
Borden: Sweetened Condensed Eagle Brand Milk, 14 Oz	   $2.08   14.9¢ / oz     
CARNATION Sweetened Condensed Milk 14 oz. Can	   $2.38   17.0¢ / oz     
Nestlé La Lechera Sweetened Condensed Milk 11.8 oz. Squeeze Bottle	   $2.88   24.4¢ / oz     
Longevity Brand: Sweetened Condensed Milk, 14 Oz	   $3.38   24.1¢ / oz     
Pam Olive Oil Cooking Spray, 5 oz	   $2.81   56.2¢ / oz     
Crisco No-Stick Original 100% Canola Oil Cooking Spray, 6 oz	   $2.18   36.3¢ / oz     
Crisco No-Stick Butter Cooking Spray, 6 oz	   $2.18   36.3¢ / oz     
Pam Organic Olive Oil Cooking Spray, 5 oz	   $3.53   70.6¢ / oz     
Pam Butter Cooking Spray, 5 oz	   $2.86   57.2¢ / oz     
Pam Baking Cooking Spray, 5 oz	   $2.71   54.2¢ / oz     
Pam Original Cooking Spray, 6 oz	   $2.81   46.8¢ / oz     
Del Monte Fresh Cut Golden Sweet Whole Kernel Corn, 15.25 oz, 4 count	   $3.48   5.7¢ / oz     
Ocean Spray No Sugar Added 100% Cranberry Juice, 10 fl oz, 6 count	   $3.98   6.6¢ / fl oz     
Ocean Spray Cranberry Cocktail Juice, 3 Liters	   $4.18   4.1¢ / fl oz     
Ocean Spray Original Cranberry Juice Cocktail, 10 fl oz, 6 count	   $3.98   6.6¢ / fl oz     
Ocean Spray Light Cranberry Juice Cocktail, 64 Fl Oz	   $3.13   4.9¢ / fl oz     
Ocean Spray White Cranberry Juice Drink, 64 fl oz	   $2.68   4.2¢ / fl oz     
R.W. Knudsen Just Cranberry Juice, 32 oz	   $5.98   18.7¢ / oz     
Northland Cranberry 100% Juice, 64 fl oz	   $2.98   4.7¢ / fl oz     
Ocean Spray Diet Cranberry Spray Juice, 6 Ct/60 Fl Oz	   $9.99       
Ocean Spray Cranberry Juice Cocktail, 64 Fl Oz (Pack of 3)	   $8.04       
Ocean Spray Diet Cranberry Grape Spray Juice, 64 fl oz (Pack of 3)	   $8.04       
Ocean Spray Diet Cranberry Spray Juice, 64 Fl oz (Pack of 3)	   $8.43       
Ocean Spray Light Cran-Raspberry Juice, 64 fl oz	   $3.13   4.9¢ / fl oz     
Ocean Spray: Cran-Apple Juice Drink, 64 Fl oz	   $2.68   4.2¢ / fl oz     
Ocean Spray 100% Cranberry 100% Juice, 101.4 oz	   $4.98   4.9¢ / fl oz  Out of stock      
Ocean Spray Diet Cranberry Juice, 3 Liters	   $3.98   3.9¢ / fl oz  Out of stock      
Ocean Spray No Sugar Added Cranberry Blueberry Blackberry, 100% Juice, 60 fl oz	   $3.13   5.2¢ / fl oz  Out of stock      
Ocean Spray Cranberry Cherry Flavor, 100% Juice, 60 fl oz	   $3.13   5.2¢ / fl oz  Out of stock      
Ocean Spray Cranberry Mango 100% Juice, 60 fl oz	   $3.13   5.2¢ / fl oz  Out of stock      
Ocean Spray Cran-Grape Grape Cranberry Juice Drink, 10 fl oz, 6 count	   $3.98   6.6¢ / fl oz  Out of stock      
Ocean Spray Ruby Cranberry Blend Juice Drink, 64 fl oz	   $2.68   4.2¢ / fl oz  Out of stock      
Old El Paso® Crunchy Taco Shells 18 ct. Box	   $2.10   30.5¢ / oz     
McCormick Crushed Red Pepper, 13 oz	   $13.87       
McCormick Ground Red Pepper, 14 oz	   $9.56       
McCormick Specialty Herbs And Spices Ground Cayenne Red Pepper, 1 oz	   $3.13   $3.13 / oz     
Badia Crushed Red Pepper, 4.5 oz (Pack of 12)	   $26.36   48.8¢ / oz     
The Spice Hunter Crushed Red Chile Pepper, 1.3 oz (Pack of 6)	   $31.00   $3.97 / oz     
Simply Organic Mini Crushed Red Pepper . 42 Oz - Pack of 6 - SPu579110	   $16.99    List price  $23.07     Save $6.08   
McCormick Smoked Paprika, 1.75 oz	   $3.94   $2.25 / oz     
McCormick Ground Cayenne Red Pepper, 8.75 oz	   $5.98   68.3¢ / oz     
Spice Islands Crushed Red Pepper, 1.4 oz (Pack of 3)	   $14.98   $3.57 / oz     
Badia Crushed Red Pepper, .5 oz (Pack of 12)	   $8.43   $1.40 / oz     
Tone's Crushed Red Pepper - 13.5 oz. shaker	   $7.90       
Spice Hunter B05588 Spice Hunter Chile Pepper Red Crushed -6x1. 3oz	   $29.11    List price  $39.43     Save $10.32   
McCormick Chili Powder, 9.25 oz	   $6.56   70.9¢ / oz     
La Criolla Red Crushed Chili Pepper, 1.75 oz, (Pack of 12)	   $36.34   $1.73 / oz     
McCormick Crushed Red Pepper, 2.62 oz	   $2.98   $1.14 / oz  Out of stock      
McCormick Hot Shot! Extra Bold Pepper Blend, 2.62 oz	   $3.83   $1.46 / oz  Out of stock      
Watkins Crushed Red Pepper, 1.20 oz	   $3.90   $3.25 / oz  Out of stock      
McCormick Ground Cayenne Red Pepper Seasoning, 1.75 oz	   $3.44   $1.97 / oz  Out of stock      
McCormick Grill Mates Hot Pepper Blackened Seasoning, 2.5 oz	   $2.00   80.0¢ / oz  Out of stock      
Great Value Crushed Red Pepper, 1.5 oz	   $2.44   $1.63 / oz  Out of stock      
Nakano Rice Vinegar, 12 fl oz, (Pack of 6)	   $22.40   31.1¢ / fl oz     
Great Value: 100% Extra Virgin Olive Oil, 25.5 oz	   $5.74   22.5¢ / fl oz     
Great Value: 100% Extra Virgin Olive Oil, 101 oz	   $18.96   18.8¢ / fl oz     
Pompeian® Robust Imported Extra Virgin Olive Oil 68 fl. oz. Plastic Bottle	   $14.98   22.0¢ / fl oz     
Bertolli Oil: Extra Virgin Olive Oil, 25.5 Oz	   $7.96   31.2¢ / fl oz     
Star Extra Virgin Olive Oil, 24.5 fl oz	   $6.68   13.2¢ / fl oz     
California Olive Ranch Extra Virgin Olive Oil, 25.4 fl oz	   $9.41   37.1¢ / fl oz     
Great Value: 100% Extra Virgin Olive Oil, 51 Oz	   $9.94   19.5¢ / fl oz     
California Olive Ranch Extra Virgin Olive Oil, 16.9 fl oz	   $7.33   43.4¢ / fl oz     
Filippo Berio Extra Virgin Olive Oil, 25.3 oz	   $7.74   30.6¢ / fl oz     
Olivari Extra Virgin Olive Oil, 25.5 oz	   $5.96   23.4¢ / fl oz     
Pompeian® Organic Extra Virgin Olive Oil 16 fl. oz. Bottle	   $4.98   31.1¢ / fl oz  Out of stock      
California Olive Ranch Chef Size Extra Virgin Olive Oil, 47.3 fl oz	   $13.88   29.3¢ / fl oz  Out of stock      
Filippo Berio Extra Virgin Olive Oil, 101 oz	   $25.57   25.3¢ / fl oz  Out of stock      
Pompeian® Robust Imported Extra Virgin Olive Oil 32 fl. oz. Plastic Bottle	   $8.24   25.8¢ / fl oz  Out of stock      
Colavita Extra Virgin First Cold Pressed Olive Oil, 25.5 fl oz	   $11.64   45.7¢ / fl oz  Out of stock      
Pompeian® Robust Imported Extra Virgin Olive Oil 16 fl. oz. Bottle	   $4.64   29.0¢ / fl oz  Out of stock      
Bertolli Oil: Extra Virgin Rich & Fruity Olive Oil, 51 oz	   $15.18   29.8¢ / fl oz  Out of stock      
Bertolli Oil: Extra Virgin Olive Oil, 17 Oz	   $5.98   35.2¢ / fl oz  Out of stock      
Colavita Extra Virgin Olive Oil, 2 L	   $18.88   27.9¢ / fl oz  Out of stock      
Filippo Berio Extra Virgin Olive Oil, 51 oz	   $12.96   25.6¢ / fl oz  Out of stock      
Nabisco Newtons Fig Cookies, 2 oz, 12 count	   $4.74   19.8¢ / oz     
Nabisco Newtons Fat Free Fig Cookies, 2.1 oz, 12 count	   $4.74   18.8¢ / oz     
Nabisco Newtons: Fig 2 Ct Single Serve Cookies, 2 oz	   $10.99       
Gold Medal® All-Purpose Flour 25 lb. Bag	   $15.22   3.8¢ / oz     
King Arthur Flour 100% Organic All-Purpose Flour, 2 lbs	   $2.88   9.0¢ / oz     
Gold Medal® Organic All-Purpose Flour 5 lb. Bag	   $6.44   8.1¢ / oz     
Immaculate Organic All-Purpose Flour, 5 lb	   $6.44   80.5¢ / oz     
Betty Crocker® All-Purpose Gluten Free Rice Flour Blend 16 oz. Box	   $3.02   18.9¢ / oz     
King Arthur Unbleached All Purpose Flour, 5 lb (Pack of 8)	   $75.61   $1.89 / oz     
Gold Medal All Purpose Flour (12 lb.)	   $9.27       
King Arthur Flour Gluten Free All-Purpose Baking Mix, 24 oz, (Pack of 6)	   $44.10   30.6¢ / oz     
Glutino Gluten Free Pantry All Purpose Flour, 16 oz	   $4.54   28.4¢ / oz     
Sun Flour Mills Gluten Free All Purpose Flour, 28 oz, (Pack of 6)	   $42.76   25.5¢ / oz     
All-Purpose Italian 00 Flour by Pivetti	   $3.99       
Bob’s Red Mill Unbleached White All-Purpose Flour, 80 oz	   $24.25    List price  $31.66     Save $7.41   
Gluten-Free Pantry All Purpose Flour, 16 oz (Pack of 6)	   $33.89   35.3¢ / oz     
Augason Farms Enriched Unbleached All Purpose Flour, 26 lbs	   $34.98   $1.34 / lb     
King Arthur All-Purpose Unbleached Flour, 5 lbs	   $3.58   4.5¢ / oz  Out of stock      
Great Value All Purpose Flour, 25 lb	   $7.98   2.0¢ / oz  Out of stock      
Pillsbury All Purpose Flour 10 Lb	   $3.98   2.5¢ / oz  Out of stock      
Gold Medal® Unbleached All-Purpose Flour 10 lb. Bag	   $4.88   3.1¢ / oz  Out of stock      
Wheat Montana Natural White All-Purpose Flour, 5 Lb	   $3.95   4.9¢ / oz  Out of stock      
King Arthur Flour Gluten Free All-Purpose Baking Mix, 24 oz	   $5.29   22.0¢ / oz  Out of stock      
Old El Paso® Restaurante Grande Flour Tortillas 6 ct Bag	   $2.48   41.3¢ / each     
Old El Paso® Stand 'n Stuff® Soft Flour Tortillas 8 ct. Pack	   $2.50   37.3¢ / oz     
La Comadre Flour Tortillas, 10ct (Pack of 12)	   $34.08   28.4¢ / oz     
La Banderita Large Soft Taco Flour Tortillas, 16 oz (Pack of 12)	   $30.45   15.9¢ / oz     
Kellogg's Frosted Flakes Cereal, 33 oz	   $4.64   14.1¢ / oz     
Kellogg's Frosted Flakes Cereal, 26.8 oz	   $3.98   14.9¢ / oz     
Kellogg's Frosted Flakes Cereal, 10.5 oz	   $2.10   20.0¢ / oz     
Kellogg's Frosted Flakes with Energy Clusters Cereal, 12.1 oz	   $3.10   25.6¢ / oz     
Kellogg's Frosted Flakes Cereal, 15 oz	   $2.98   19.9¢ / oz     
Kellogg's Frosted Flakes Cereal, 15 oz, (Pack of 16)	   $46.36   25.8¢ / oz     
Kellogg's Frosted Flakes Chocolate Cereal, 14.7 oz (Pack of 2)	   $6.24       
Kellogg's Frosted Flakes Cereal with Marshmallows, 26.8 oz	   $3.98       
Kellogg's Frosted Flakes Cereal Cup Single Serve (6 Single Serve Packs)	   $16.24    List price  $18.21     Save $1.97   
Pillsbury Creamy Supreme Sugar Free Vanilla Frosting, 15 oz	   $2.24   14.9¢ / oz     
Pillsbury Creamy Supreme Chocolate Fudge Sugar Free Frosting, 15oz	   $2.24   14.9¢ / oz     
Bear Creek Country Kitchens Soup Mix Creamy Wild Rice, 10.20 oz	   $3.65   35.8¢ / oz     
Disney Frozen Waffle Maker	   $5.97    Was $14.96    Save $8.99   
Disney Princesses Waffle Maker	   $5.97    Was $14.96    Save $8.99   
Marvel Spider Man Waffle Maker	   $5.97    Was $14.96    Save $8.99   
Marvel Avengers Waffle Maker	   $5.97    Was $14.96    Save $8.99   
Disney Frozen Olaf Waffle Maker	   $19.44       
Welch's Fruit Snacks Mixed Fruit, .9 oz, 22 count	   $3.98   20.1¢ / oz     
Sunkist® Mixed Fruit Fruit Flavored Snacks 24-0.8 oz. Pouches	   $3.94   20.5¢ / oz     
Mott's® Medleys Assorted Fruit Flavored Snacks 24-0.8 oz. Pouches	   $4.14   21.6¢ / oz     
Betty Crocker® Fruit by the Foot®/Fruit Roll-Ups®/Fruit Gushers® Fruit Flavored Snacks Party Pack 24 ct. Pouches	   $3.94   39.6¢ / oz     
Kellogg's Strawberry Fruity Snacks, 16 oz	   $3.48   17.4¢ / oz     
Betty Crocker® Fruit Roll-Ups® Cherry Orange Wildfire®/Strawberry/Tropical Tie-Dye® Fruit Flavored Snacks 10-0.5 oz. Rolls	   $2.00   33.3¢ / oz     
Betty Crocker® Scooby-Doo!™ Fruit Flavored Snacks 20-0.8 oz. Pouches	   $3.94   24.6¢ / oz     
Betty Crocker® Fruit Roll-Ups® Mini Rolls® Strawberry Craze® Fruit Flavored Snacks 18-0.37 oz. Pouches	   $2.10   31.8¢ / oz     
Betty Crocker® Fruit Gushers® Strawberry Splash®/Tropical Fruit Flavored Snacks Variety Pack 20-0.9 oz. Pouches	   $6.07   33.7¢ / oz     
Kellogg's Disney Frozen Assorted Fruit Flavored Snacks, 20 count, 16 oz	   $3.48   21.8¢ / oz     
Kellogg's Looney Tunes Assorted Fruit Flavored Snacks, .80 oz, 10 count	   $2.09   26.1¢ / oz     
Kellogg's Berry Sweet and Sour Fruity Snacks Sours Fruit Snacks, 10 count, 7 oz	   $2.00   20.0¢ / each     
Kellogg's Disney Zootopia Assorted Fruit Flavored Snacks, 10 count, 8 oz	   $2.00   25.0¢ / oz     
Betty Crocker® Despicable Me™ Fruit Flavored Snacks 10-0.8 oz. Pouches	   $2.00   25.0¢ / oz     
Betty Crocker® SpongeBob SquarePants™ Fruit Flavored Snacks 10-0.8 oz. Pouches	   $2.10   26.3¢ / oz     
Betty Crocker® Teenage Mutant Ninja Turtles™ Fruit Flavored Snacks 10-0.8 oz. Pouches	   $2.00   25.0¢ / oz     
Betty Crocker® Fruit Roll-Ups® Strawberry/Berry Berry Cool Fruit Flavored Snacks 20-0.5 oz. Rolls	   $3.94   39.4¢ / oz     
Welch's Fruit Snacks Fruit Punch and Berries 'n Cherries, .9 oz, 22 count	   $3.98   20.1¢ / oz  Out of stock      
Welch's Fruit Snacks Island Fruits, .9 oz, 22 count	   $3.98   20.1¢ / oz  Out of stock      
Kellogg's Disney/Pixar Cars 2 Assorted Pouches Fruit Flavored Snacks, 16 oz, 20ct	   $3.48   21.8¢ / oz  Out of stock      
Fruity Pebbles Cereal, 40 oz	   $5.98   15.0¢ / oz  Out of stock      
Post Fruity Pebbles (34 oz.)	   $8.28       
Silly Bear Lighting Fruity Tootie Pebbles Table Lamp Shade	   $111.99       
